StrCode	Str
6210	Oh, you are one of the COLOR=FFFFC000>Shadow</COLOR> they are talking about?<RETURN=1/>I've heard a lot about you. You guys can melt into the shadows like magic, and can fight on equal terms with the imperial knights, right? Ah~ Wish you were not a Helron・<RETURN=1/>Hm, hm!<RETURN=1/>Excuse me. My apology friend, I was little carried away. Do forgive my manners.<RETURN=1/><RETURN=1/>All our soldiers are busy adjusting their abilities now. Maybe you've come to me to <COLOR=FF0070C0>adjust your abilities</COLOR>, too?<RETURN=1/>Right. I see. Talk to store keeper <COLOR=FFFFC000>Goddard</COLOR> now. He will give you the new supplies.
6212	As you probably heard, we have new brothers in arms who call themselves <COLOR=FFFFC000>Shadow</COLOR> joining our ranks. I am sure that you've heard of the Imperial Knights.<RETURN=1/>Correct, being the personal bodyguards of Ignis, they are reknowned knights. It's a shame to cross blades with such fine warriors in battle, even if they are Helron. The empire is throwing their best at us. The outcome of this war will soon be decided.<RETURN=1/><RETURN=1/>This development prompts us to regroup and refit. The shadows will fight alongside us, so each unit that receives a rank of shadows needs to adjust unit balance to accomodate them. Go talk to store keeper <COLOR=FFFFC000>Emelda</COLOR> now. She will give you<COLOR=FF31849B>some supplies that can adjust your abilities</COLOR>. You better hurry before she's out of supplies.
6214	As you probably heard, we have new brothers in arms who call themselves <COLOR=FFFFC000>Shadow</COLOR> joining our ranks. I am sure that you've heard of Imperial Knights.<RETURN=1/>Correct, being the personal bodyguards of Ignis, they are reknowned knights. It's a shame to cross blades with such fine warriors in battle, even if they are Helron. The empire is throwing their best at us. The outcome of this war will soon be decided.<RETURN=1/><RETURN=1/>This development prompts us to regroup and refit. The shadows will fight alongside us, so each unit that receives a rank of shadows needs to adjust unit balance to accomodate them. Go talk to store keeper <COLOR=FFFFC000>Waterain</COLOR> now. He will give you<COLOR=FF31849B>some supplies that can adjust your abilities</COLOR>. You better hurry before he's out of supplies.
6207	Ah, I was waiting for you. Came for the <COLOR=FF0070C0>new supplies?</COLOR> I have stacks of them so no need to hurry.
6209	I was waiting for you, son of dragons. I have prepared these <COLOR=FF0070C0>new supplies</COLOR> for you. They're all yours.
6211	Howdy. You've come here for the <COLOR=FF0070C0>new supplies</COLOR>, right? Here are yours. Take care then.
6213	There you are. Come, I've got some stuff for you. A <COLOR=FF0070C0>new supplies</COLOR>. This is why you're here, isn't it?
6215	Welcome, elementalist. I trust you came for the item sent to you from HQ? Here, take these <COLOR=FF0070C0>new supplies</COLOR>. This is a one time only supply, so please use it carefully.
40603	Obtain your new supplies from store keeper <COLOR=FFFFC000>Nomer</COLOR>.
40604	Obtain your new supplies from store keeper <COLOR=FFFFC000>Pavka</COLOR>.
40605	Obtain your new supplies from store keeper <COLOR=FFFFC000>Goddard</COLOR>.
40606	Obtain your new supplies from store keeper <COLOR=FFFFC000>Emelda</COLOR>.
40607	Obtain your new supplies from store keeper <COLOR=FFFFC000>Waterain</COLOR>.
//神板 10:59 2009-08-04	
//神板 10:33 2009-08-04 0904尻紗締什闘	
8001	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Welcome. There are tasks that I want you to do. But first, I will give you a couple of tests to prove your worth. Are you up for this? This journey may prove a long and tough one. If you're sure, you will complete 4 tasks for me.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[TIP]<RETURN=1/></COLOR>The follow-up quests will appear after accepting the Shuzet's Trial quest.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Accept the Shuzet's Trial quest and complete the 4 follow-up quests.<RETURN=1/>
8002	This journey may prove a long and tough one.
8003	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Good. But you haven't passed the trial yet.
8004	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Eliminate 20 60+ level normal monsters. Remember, they must be normal monster, and of at least level 60.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate 20 60+ level normal monsters.<RETURN=1/>
8005	Can you do it?
8006	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Well done. Shall we continue?
8007	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Eliminate 20 60+ level elite monsters. Remember, they must be elite, and of at least level 60.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate 20 60+ level elite monsters.<RETURN=1/>
8008	Can you do it? 
8009	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Well done. Shall we continue?
8010	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Eliminiate 20 60+ level leader monsters. Remember, they must be leader monsters of at least level 60.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate 20 60+ level leader monsters.<RETURN=1/>
8011	Can you do it?
8012	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Well done. Shall we continue?
8014	Can you do it?
8015	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Well done. Shall we continue?
8016	肢薦吉 努什闘 坪球(腰蝕馬走 原室推.)
8017	肢薦吉 努什闘 坪球(腰蝕馬走 原室推.)
8018	肢薦吉 努什闘 坪球(腰蝕馬走 原室推.)
8019	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Good start. I will give you a couple more tasks. Go find <NPCNAME=65145/>/*Grave of Ancient Dragon Scout Captain*/. He will give you further instructions.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=65145/>/*Grave of Ancient Dragon Scout Captain*/.<RETURN=1/>
8020	This journey may prove a long and tough one.
8021	<COLOR=FFE36C0A>[Quest End-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>So, Shuzet sent you? What is she thinking?
8022	<COLOR=FFE36C0A>[Quest Start-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>I don't know why she sent you here, but you will follow my orders to the letter since you're under my command now. I will give you 4 tasks. You are to complete them. When they are complete, Shuzet will call for you again.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Accept the Favor from Scout Captain quest and complete the 4 follow-up quests.<RETURN=1/>
8023	I will give you 4 tasks. You are to complete them.
8024	<COLOR=FFE36C0A>[Quest End-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>Superb job, as always! Wait a little. I will contact Shuzet.
8025	<COLOR=FFE36C0A>[Quest Start-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>I will assign you with a scouting mission. Scout the skirmish area and report back to me. Pretty simple, isn't it? The skirmish area is to the west. Good luck!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Scout the skirmish area!<RETURN=1/>
8026	I will assign you with a scouting mission.
8027	<COLOR=FFE36C0A>[Quest End-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>Superb job, as always! Well done!
8029	Check your map and head south!
8030	<COLOR=FFE36C0A>[Quest End-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>Superb Job, as always! Well done!
8031	<COLOR=FFE36C0A>[Quest Start-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>Eliminate 15 normal monsters and 15 leader monsters of at least 65 level!<RETURN=1/>The monsters are riled up real good, and we're little short-handed here! You are a capable warrior, aren't you?<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate 15 65+ level normal mosnters!<RETURN=1/>Eliminate 15 65+ level leader monsters!<RETURN=1/>
8032	You're a capable warrior, aren't you?
8033	<COLOR=FFE36C0A>[Quest End-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>Yes, you are capable!
8034	<COLOR=FFE36C0A>[Quest Start-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>We're short of weapons! Especially the arrows. And we can't expect to be resupplied any time soon! That's where you come in. Please secure 10 <ITEMNAME=40647/>/*Stack of Arrows*/! You can get them from Gray Earth Archers!<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Eliminate Gray Earth Archers and obtain 10 <ITEMNAME=40647/>/*Stack of Arrows*/.<RETURN=1/>
8035	We won't be resupplied any time soon.
8036	<COLOR=FFE36C0A>[Quest End-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>Superb Job, as always! Well done!
8037	肢薦吉 努什闘 坪球(腰蝕馬走 原室推.)
8038	肢薦吉 努什闘 坪球(腰蝕馬走 原室推.)
8039	肢薦吉 努什闘 坪球(腰蝕馬走 原室推.)
8040	<COLOR=FFE36C0A>[Quest Start-Grave of Ancient Dragon Scout Captain]<RETURN=1/></COLOR>Your performance so far was excellent! Now go back to Etherain and talk to <NPCNAME=62066/>/*Shuzet*/! I bet she has another assignment for you! Safe journey.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Go back to Etherain and talk to <NPCNAME=62066/>/*Shuzet*/.
8041	You've done well!
8042	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>You did a good job performing the tasks. I will give you a real mission now.
8044	Listen to me and do as I say.
8045	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>I am trying to uncover the secrets of a forgotten kingdom called Altheim, based on the information I have secured. The kingdom we speak of carries a significant weight as the lord of darkness, Schwartz, was from there. He was a legendary hero of Altheim. What made him such a hero, I don't know. We must uncover the missing pieces of the puzzle and find a way to defeat him. Do you understand what I am proposing now? Will you do my bidding? 
8046	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Obtain <ITEMNAME=40610/>/*Ali 1*/ and<ITEMNAME=40611/>/*Ali 2*/. <RETURN=1/>Check the top floor of Etherain where there is a statue of a goddess. One of them must be there. For the other, <RETURN=1/>You must travel to Karwan's Crater. Search the southern part of it until you find the <NPCNAME=65328/>/*Ghost of Altheim*/. Defeat it, and retrieve the book.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR><ITEMNAME=40610/>/*Ali 1*/ and <ITEMNAME=40611/>/*Ali 2*/. <RETURN=1/>Eliminate <NPCNAME=65328/>/*Ghost of Altheim*/ at the top floor of Etherain, and in Karwan's Crater, and obtain the books.<RETURN=1/>
8047	Perform the tasks for me.
8048	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Good job. This book contains the history of the long-forgotten kingdom Altheim. Unfortunately however, their language is not known to us. I will let you know as soon as we decipher the manuscript.
8049	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Go find Fritz and ask him <ITEMNAME=40612/>/*Hero 1*/. I've confirmed his possession of the book.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Talk to <NPCNAME=65054/>/*Wiseman Fritz*/.
8050	Perform the tasks for me.
8051	<COLOR=FFE36C0A>[Quest End-Wiseman Fritz]<RETURN=1/></COLOR>How can I help you? What? You want to me part with my precious research material? This is outrageous. Shuzet or not, I won't hand it over. Leave me.
8052	<COLOR=FFE36C0A>[Quest Start-Wiseman Fritz]<RETURN=1/></COLOR>What are you still doing here? Curses! Shuzet sure knows that I owe to her... Fine, do what I ask, and I will give you the book in return. I will call forth a wraith. Your job is to destroy it. Do this and the book is yours.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Accept his quest, eliminate the wraith he summons, and obtain <ITEMNAME=40612/>/*Hero 1*/.<RETURN=1/>
8053	Such rudeness.
8054	<COLOR=FFE36C0A>[Quest End-Wiseman Fritz]<RETURN=1/></COLOR>Fine fine... There should be a good reason for this rudeness though. Here, take it.
8055	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Let's start with an entree, shall we? I've found an interesing recipe for a potion of unknown use while digging through the manuscript. You must do as I say.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Accept the Record of Kingdom of Altheim 2 quest and complete the follow-up quest.
8056	Perform the tasks for me.
8057	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>It seems that the recovery potions we use today are originally invented by the Altheims. How interesting.
8058	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Bring me 30 <ITEMNAME=40613/>/*Dirty Eye of Volcano Beast*/. The recipe reads that they are the main ingredient of the elixir of life. Well, obviously, you can get <ITEMNAME=40613/>/*Dirty Eye of Volcano Beast*/ from volcano beasts.  I think Karwan's Crater would be a good place to start with.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Obtain 30 <ITEMNAME=40613/>/*Dirty Eye of Volcano Beast*/.<RETURN=1/>
8059	The elixir of life・
8060	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Interesting, the elixir works just like a recovery potion.
8061	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Bring me 30 <ITEMNAME=40614/>/*Evil Burning Soul*/. The recipe reads that they are the main ingredient of some elixir. You can get <ITEMNAME=40614/>/*Evil Burning Soul*/ from Cave of Death cavarlyman. I think Karwan's Crater would be a good place to start with.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Obtain 30 <ITEMNAME=40614/>/*Evil Burning Soul*/.<RETURN=1/>
8062	Perform the tasks for me.
8063	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Interesting, it works like a mana potion.
8064	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>There are still many sites of Altheim ruins throughout the continent. Those ruins still contain artifacts in good condition despite the time passed. Visit the places I name, search the ruins, and obtain information from the spirits who guard the records. Those guardian spirits are very aggressive. Be on your guard.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Accept the Record of Kingdom of Altheim 3 quest and complete the follow-up quests.<RETURN=1/>
8065	This one may take a long time...
8066	<COLOR=FFE36C0A>[Quest End-Shuzet]<RETURN=1/></COLOR>Very good job. As the records from the ruins suggest, each races of today were carving their own history with heroic deeds in the ancient time of Altheim. Regardless, the power of Altheim waned and it fell in the end. We know that their downfall was caused by Schwartz, the dark lord who proclaimed the throne of the empire. But we don't know exactly what happened. We must continue unraveling this mystery.
8067	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>There is a huge tower amidst Tower of Ruins. I suggest you to go search that place. There is an Ice Spirit in that place, so have a conversation with it.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Search the central ruin of Tower of Ruins.<RETURN=1/>
8068	・・
8069	<COLOR=FFE36C0A>[Quest End-Ice Spirit]<RETURN=1/></COLOR>This is where the record of the berserker in the time of Altheim is kept. What knowledge do you seek?
8070	<COLOR=FFE36C0A>[Quest Start-Ice Spirit]<RETURN=1/></COLOR>This tower is the record of the berserkers who fought bravely in the time of Altheim. They fought on until the last days of the kingdom. We wouldn't exist today if they didn't sacrifice themselves. Do you wish to meet one of those berserkers? Accept the quest. And I arrange you a meeting with one of the berserkers. <RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Accept the quest and eliminate the summoned <NPCNAME=65331/>/*Specter of Berserker*/.<RETURN=1/>
8071	・・
8072	<COLOR=FFE36C0A>[Quest End-Ice Spirit]<RETURN=1/></COLOR>We had witnessed the downfall of such a powerful kingdom. We spirits yearn for the glorious days of Altheim. But do you know that it was the foolishness of humans which resulted the downfall? For that, we don't trust humans. You can leave me now...
8073	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>Somewhere in the northern part of Tower of Ruins lies an enormous statue carved from ice. I suggest you to go search that place. There must be a snow spirit nearby, so talk to it.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Search the northern ruin of Tower of Ruins.<RETURN=1/>
8074	・・
8075	<COLOR=FFE36C0A>[Quest End-Snow Spirit]<RETURN=1/></COLOR>What brought you here?
8076	<COLOR=FFE36C0A>[Quest Start-Snow Spirit]<RETURN=1/></COLOR>This place bears the scars from the hundred year war, also called Roshfelt War, which happened in the ancient times of Altheim. Toward the end of the war, the brothers Prammes, the two heroes of Altheim fell at great peril. It was then the great elementalist Ayrene who saved the brothers. Afterward, she was frozen to death by a curse. You can see her now. She is the ice statue. Accept the quest. I will let you glimpse at one of the mages of Altheim.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Accept the quest and eliminate the summoned <NPCNAME=65333/>/*Specter of Mage*/.<RETURN=1/>
8077	・・
8078	<COLOR=FFE36C0A>[Quest End-Snow Spirit]<RETURN=1/></COLOR>Had not Ayrene thew her life to save the Frammes, had the brothers died in battle, what would have happened?
8079	<COLOR=FFE36C0A>[Quest Start-Shuzet]<RETURN=1/></COLOR>There is a remain of a huge dragonkin in the eastern part of Red Lava Valley. I suggest you to go search the place. There is a Fire Spirit in that place, so have a conversation with it..<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Search the remain of a dragonkin in the eastern part of Red Lava Valley.<RETURN=1/>
8080	・・
8081	<COLOR=FFE36C0A>[Quest End-Fire Spirit]<RETURN=1/></COLOR>What do you seek?
8082	<COLOR=FFE36C0A>[Quest Start-Fire Spirit]<RETURN=1/></COLOR>This valley is a graveyard for dragonkins who fell in the course of Roshfelt War. This particular remain is also one of the warriors who fell in the battlefield long time ago. Dragonkins joined forces with the Frammes of Kingdom of Oswalt and went war. They pledged Oswalt, the younger brother of the Frammes, to provide their valor in arms and wisdom. But the dragonkins of today are sapped all their strengh, succumbing to the shadow of the past, like the corpse in front of you. Accpet the quest. I will present you a glorious dragonkin of the past.<RETURN=1/><RETURN=1/><COLOR=FFE36C0A>[Task]<RETURN=1/></COLOR>Accept the quest and eliminate the summoned <NPCNAME=65335/>/*Specter of Dragonkin*/.<RETURN=1/>
