//Version	0.0.0.1				
//Ж®ё®°Е ёЮЅГБц і»їл					
//±ЗѕЖїµ					
		
		
		
//ёЮЅГБц ID	і»їл				
StrCode	Str	FieldEnd			
1	Миссия пройдена.
6256	The [Mondschein Castle] siege has begun. Defend against the enemy attacks until the siege ends.	
6257	You destroyed the [Inner Central Gate].	
6258	The [Inner Central Gate] has been destroyed.	
6259	You destroyed the [Inner Left Gate].	
6260	The [Inner Left Gate] has been destroyed.	
6261	You destroyed the [Inner Right Gate].	
6262	The [Inner Right Gate] has been destroyed.	
6263	The inner gate switch was operated and the [Inner Central Gate] has opened.	
6264	The inner gate switch was operated and the [Inner Left Gate] has opened.	
6265	The inner gate switch was operated and the [Inner Right Gate] has opened.	
6266	The [Central Barricade] has been destroyed.	
6267	The [Right Barricade] has been destroyed.	
6268	The [Left Barricade] has been destroyed.	
6269	The catapult is reloading and cannot be used. Please try again shortly.	
//°сµе·ЇЅГ_ѕИі»ёЮЅГБц		
6270	Gold Rush : Welcome to the Tomb of Desire.#A short rundown of the rules will now begin.	
6271	The Gold Rush runs for 20 minutes. #The team that collects more Gold Points wins.	
6272	Scoring a kill grants a fixed amount of Gold Points and also#takes a set percentage of the Gold Points your opponent is holding.	
6273	You can also earn Gold Points by hunting monsters.#Of course, if a monster kills you, you lose Gold Points.	
6274	Finally, please note that characters who stay inside the respawn area#cannot earn any Gold Points at all.	
6275	A cold that freezes the very breath spreads across the area around the altar.	
6276	Royal Guard Captain Kail : Do you think huddling together like a school of fish will save you!!	
6277	Royal Guard Captain Kail : Even if you wanted to run, it's far too late!!	
//їАИД 8:12 2014-07-04		
6278	Cursed Tower : Trial of Light#Hall of Hekseuteo
6279	Cursed Tower : Trial of Light#Hall of Thorles
6280	Cursed Tower : Trial of Light#Hall of Anghela
6281	Cursed Tower : Trial of Light#Hall of Mercedes
6282	Cursed Tower : Trial of Light#Hall of Ludwig
6283	Cursed Tower : Trial of Light#Hall of Miriam
6284	Cursed Tower : Trial of Light#Hall of P6-S
6285	It is blocked by a powerful barrier. Click once more to dispel the barrier.
6286	You must strike down the followers and Hekseuteo's henchmen within the time limit.#The boss that appears in the Hall of Light and the rewards change with your battle result.
6287	An unknown force descends and blocks the path.
6288	[5 minutes until forced transfer.]
6289	[4 minutes until forced transfer.]
6290	[3 minutes 30 seconds until forced transfer.]
6291	[3 minutes until forced transfer.]
6292	[2 minutes 30 seconds until forced transfer.]
6293	[2 minutes until forced transfer.]
6294	[1 minute 30 seconds until forced transfer.]
6295	[1 minute until forced transfer.]
6296	[50 seconds until forced transfer.]
6297	[40 seconds until forced transfer.]
6298	[30 seconds until forced transfer.]
6299	[20 seconds until forced transfer.]
6300	[10 seconds until forced transfer.]
6301	[9 seconds until forced transfer.]
6302	[8 seconds until forced transfer.]
6303	[7 seconds until forced transfer.]
6304	[6 seconds until forced transfer.]
6305	[5 seconds until forced transfer.]
6306	[4 seconds until forced transfer.]
6307	[3 seconds until forced transfer.]
6308	[2 seconds until forced transfer.]
6309	[1 second until forced transfer.]
6310	The followers of Betrayer Roland appear.
6311	[Betrayer Roland] prepares for battle in the Hall of Light.#The followers of Betrayer Hughes have appeared.
6312	In Roland's place, [Betrayer Hughes] prepares for battle in the Hall of Light.#Hekseuteo's henchmen and followers appear.
6313	In Hughes's place, [Betrayer Hekseuteo] prepares for battle in the Hall of Light.#You will move to the next floor in 10 seconds.
6314	You must strike down the followers and Thorles's henchmen within the time limit.#The boss that appears in the Hall of Light and the rewards change with your battle result.
6315	The followers of Betrayer Ermeus appear.
6316	[Betrayer Ermeus] prepares for battle in the Hall of Light.#The followers of Betrayer Restor have appeared.
6317	In Restor's place, [Betrayer Thorles] prepares for battle in the Hall of Light.#You will move to the next floor in 10 seconds.
6318	In Ermeus's place, [Betrayer Restor] prepares for battle in the Hall of Light.#Thorles's henchmen and followers appear.
6319	Cursed Tower : Trial of Light#Hall of Light
6320	You must strike down the followers and Anghela's henchmen within the time limit.#The boss that appears in the Hall of Light and the rewards change with your battle result.
6321	The followers of Betrayer Amelia appear.
6322	[Betrayer Amelia] prepares for battle in the Hall of Light.#The followers of Betrayer Angheles have appeared.
6323	In Angheles's place, [Betrayer Anghela] prepares for battle in the Hall of Light.#You will move to the next floor in 10 seconds.
6324	In Amelia's place, [Betrayer Angheles] prepares for battle in the Hall of Light.#Anghela's henchmen and followers appear.
6325	You must strike down the followers and Mercedes's henchmen within the time limit.#The boss that appears in the Hall of Light and the rewards change with your battle result.
6326	The followers of Betrayer Marisa appear.
6327	[Betrayer Marisa] prepares for battle in the Hall of Light.#The followers of Betrayer Manuela have appeared.
6328	In Manuela's place, [Betrayer Mercedes] prepares for battle in the Hall of Light.#You will move to the next floor in 10 seconds.
6329	In Marisa's place, [Betrayer Manuela] prepares for battle in the Hall of Light.#Mercedes's henchmen and followers appear.
6330	You must strike down the followers and Ludwig's henchmen within the time limit.#The boss that appears in the Hall of Light and the rewards change with your battle result.
6331	The followers of Betrayer Ruben appear.
6332	[Betrayer Ruben] prepares for battle in the Hall of Light.#The followers of Betrayer Rugerik have appeared.
6333	In Rugerik's place, [Betrayer Ludwig] prepares for battle in the Hall of Light.#You will move to the next floor in 10 seconds.
6334	In Ruben's place, [Betrayer Rugerik] prepares for battle in the Hall of Light.#Ludwig's henchmen and followers appear.
6335	You must strike down the followers and Miriam's henchmen within the time limit.#The boss that appears in the Hall of Light and the rewards change with your battle result.
6336	The followers of Betrayer Rosa appear.
6337	[Betrayer Rosa] prepares for battle in the Hall of Light.#The followers of Betrayer Pilar have appeared.
6338	In Pilar's place, [Betrayer Miriam] prepares for battle in the Hall of Light.#You will move to the next floor in 10 seconds.
6339	In Rosa's place, [Betrayer Pilar] prepares for battle in the Hall of Light.#Miriam's henchmen and followers appear.
6340	You must strike down the followers and P6-S's henchmen within the time limit.#The boss that appears in the Hall of Light and the rewards change with your battle result.
6341	The followers of the Dominated P6-N appear.
6342	[Dominated P6-N] prepares for battle in the Hall of Light.#The followers of the Dominated P6-Z have appeared.
6343	In P6-Z's place, [Dominated P6-S] prepares for battle in the Hall of Light.#You will move to the next floor in 10 seconds.
6344	In P6-N's place, [Dominated P6-Z] prepares for battle in the Hall of Light.#P6-S's henchmen and followers appear.
//ЗПґГ±жАЗѕрґц_ГЯ¶фЗСАЪБёЅЙ		
350	Even after taking Old Esmara, the Allied Forces kept taking losses from the Karnatus Army's endless guerrilla operations.#Puzzled by such extreme tactics, the Allied high command secretly sent Shadows to the Hills of Sky Path to dig out the truth.#On receiving their report the Allied Forces hurried to gather elite operatives.#The airship the Karnatus Army had ridden over to the Serient Continent had crashed and been wrecked in the snowfields of the Hills of Sky Path, #and to repair it they had built Ether extractors and a compressor in the grasslands and were mining resources.#If the airship's repair could be stopped, the Karnatus Army's mobility and supply lines would be crippled.	
6345	Kaput : You made it? The enemy scout will pass by here shortly.	
6346	Kaput : Watching them scout this hard, something urgent must be going on right now.	
6347	Kaput : Shh! There he is. Let's follow slowly, we need to see whether there's anything worth digging out...	
6348	Karnatus Soldier : Halt! Who goes there?	
6349	Kodeulun : It's <Scouting Messenger Kodeulun>!	
6350	Karnatus Soldier : Give the password.	
6351	Kodeulun : 1 X X 2 X	
6352	Kodeulun : 4 X X 1 X	
6353	Kodeulun : 2 X X 3 X	
6354	Kodeulun : 5 X X 2 X	
6355	Kodeulun : 3 X X 4 X	
6356	Kodeulun : 1 X X 5 X	
6357	Kodeulun : 2 X X 3 X	
6358	Kodeulun : 3 X X 4 X	
6359	Kaput : Hmm... there's some kind of password. I only caught two of the digits. Let's keep tailing him.	
6360	Kaput : Let's wait around here. Any closer and we'll be spotted.	
6361	Kodeulun : X X 5 X 4	
6362	Kodeulun : X X 5 X 2	
6363	Kodeulun : X X 4 X 1	
6364	Kodeulun : X X 1 X 3	
6365	Kodeulun : X X 2 X 5	
6366	Kodeulun : X X 3 X 4	
6367	Kodeulun : X X 1 X 4	
6368	Kodeulun : X X 2 X 1	
6369	Kaput : Ah... what now? It sounds like a five-digit password, but I couldn't make it out clearly this time either...	
6370	Kaput : Let's keep after him. He seems to be doing something important...	
6371	Kodeulun : I felt something unpleasant, and sure enough there were rats about.	
6372	Kaput : Damn! We're spotted. Take him down fast!	
6373	Kaput : There's nothing more for us here. Meet me at the Frozen Lake area to the north.	
