//조합스크립트						아이템타입	분류카운터						클래스스트링코드																																					
//			"* Index(조합코드) 수정하셔도 상관 없으니, 가능한 카테고리 유지하면서 작업해 주세요"										10074 : 버서커																																					
//													10075 : 드래곤																																					
//			* 클래스 우선순위 지켜주세요										10076 : 발키리																																					
//			"  - 버서커, 드래곤, 발키리, 엘리, 섀도우, 미스틱 순"										10077 : 엘리																																					
//			* 방어구 우선순위 지켜주세요										10078 : 섀도우																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10002 : 미스틱																																					
//			"  - 갑옷, 바지, 헬멧, 장갑, 부츠, 프텍, 벨트, 셔츠 순"										10006 : 헬로이드																																					
//							1302			1302	1302	1302	1302	1302	1302																																			
//설명	조합코드	이름	네임코드	캐릭터클래스	길드클래스	아이템타입	분류카운터	분류카테고리1	분류스트링코드1	분류카테고리2	분류스트링코드2	분류카테고리3	분류스트링코드3	분류카테고리4	분류스트링코드4	재료1	재료1등급	재료1개수	재료2	재료2등급	재료2개수	재료3	재료3등급	재료3개수	재료4	재료4등급	재료4개수	재료5	재료5등급	재료5개수	재료6	재료6등급	재료6개수	소모돈	성공확율	보상타입	보상아이템	보상아이템등급	보상아이템수	조합가능맵1	조합가능맵2	조합가능맵3	조합가능맵4	조합가능맵5	조합가능맵6	조합가능맵7	조합가능맵8	조합가능맵9	조합가능맵10	
	Code	Name	Ncode	LimitCharClass	LimitGuildClass	ItemType	CategorySubCount	bCategory1	Category1_Scode	bCategory2	Category2_Scode	bCategory3	Category3_Scode	bCategory4	Category4_Scode	MaterialCode1	IGType1	MaterialCount1	MaterialCode2	IGType2	MaterialCount2	MaterialCode3	IGType3	MaterialCount3	MaterialCode4	IGType4	MaterialCount4	MaterialCode5	IGType5	MaterialCount5	MaterialCode6	IGType6	MaterialCount6	Money	SuccessRatio	bResultType	ResultItemCode	ResultIGType	ResultItemCount	AllowedMapCode00	AllowedMapCode01	AllowedMapCode02	AllowedMapCode03	AllowedMapCode04	AllowedMapCode05	AllowedMapCode06	AllowedMapCode07	AllowedMapCode08	AllowedMapCode09	FieldEnd
	907	굳건한검은현자의수정드라고닉크로우	10671	0	0	882	4	12	9442	5	40898	2	10075	3	10671	3173	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15006	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	908	단단한검은현자의수정드라고닉크로우	10672	0	0	882	4	12	9442	5	40898	2	10075	4	10672	3174	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15007	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	909	치명적인검은현자의수정헬론크래셔	10673	0	0	883	4	12	9442	5	40898	3	10076	1	10673	3175	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15008	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	910	몰아치는검은현자의수정헬론크래셔	10674	0	0	883	4	12	9442	5	40898	3	10076	2	10674	3176	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15009	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	911	굳건한검은현자의수정헬론크래셔	10675	0	0	883	4	12	9442	5	40898	3	10076	3	10675	3177	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15010	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	912	단단한검은현자의수정헬론크래셔	10676	0	0	883	4	12	9442	5	40898	3	10076	4	10676	3178	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15011	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	913	치명적인검은현자의수정파멸의엠페러	10677	0	0	884	4	12	9442	5	40898	4	10077	1	10677	3179	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15012	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	914	몰아치는검은현자의수정파멸의엠페러	10678	0	0	884	4	12	9442	5	40898	4	10077	2	10678	3180	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15013	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	915	검게뒤틀린결의파멸의엠페러	10679	0	0	884	4	12	9442	5	40898	4	10077	3	10679	3181	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15014	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	916	단단한검은현자의수정파멸의엠페러	10680	0	0	884	4	12	9442	5	40898	4	10077	4	10680	3182	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15015	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	917	치명적인검은현자의수정팬텀실루엣	10681	0	0	888	4	12	9442	5	40898	5	10078	1	10681	3183	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15016	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	918	몰아치는검은현자의수정팬텀실루엣	10682	0	0	888	4	12	9442	5	40898	5	10078	2	10682	3184	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15017	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	919	굳건한검은현자의수정팬텀실루엣	10683	0	0	888	4	12	9442	5	40898	5	10078	3	10683	3185	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15018	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	920	단단한검은현자의수정팬텀실루엣	10684	0	0	888	4	12	9442	5	40898	5	10078	4	10684	3186	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15019	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	921	치명적인검은현자의수정크림슨트리거	10685	0	0	892	4	12	9442	5	40898	6	10002	1	10685	3235	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15020	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	922	몰아치는검은현자의수정크림슨트리거	10686	0	0	892	4	12	9442	5	40898	6	10002	2	10686	3236	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15021	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	923	검게뒤틀린결의크림슨트리거	10687	0	0	892	4	12	9442	5	40898	6	10002	3	10687	3237	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15022	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	924	단단한검은현자의수정크림슨트리거	10688	0	0	892	4	12	9442	5	40898	6	10002	4	10688	3238	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15023	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	925	치명적인검은현자의수정솔리드암	10689	0	0	901	4	12	9442	5	40898	7	10006	1	10689	3474	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15024	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	926	몰아치는검은현자의수정솔리드암	10690	0	0	901	4	12	9442	5	40898	7	10006	2	10690	3475	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15025	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	927	검게뒤틀린결의솔리드암	10691	0	0	901	4	12	9442	5	40898	7	10006	3	10691	3476	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15026	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	928	단단한검은현자의수정솔리드암	10692	0	0	901	4	12	9442	5	40898	7	10006	4	10692	3477	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15027	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	929	치명적인검은현자의수정프로스트네일	10693	0	0	901	4	12	9442	5	40898	8	10008	1	10693	3799	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15028	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	930	몰아치는검은현자의수정프로스트네일	10694	0	0	901	4	12	9442	5	40898	8	10008	2	10694	3800	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15029	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	931	검게뒤틀린결의프로스트네일	10695	0	0	901	4	12	9442	5	40898	8	10008	3	10695	3801	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15030	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	932	단단한검은현자의수정프로스트네일	10696	0	0	901	4	12	9442	5	40898	8	10008	4	10696	3802	0	1	5287	0	30	0	0	0	0	0	0	0	0	0	0	0	0	150000000	100	1	15031	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//12-21 꼭두각시 쉬바르츠 조합 (1001~1010)																																																		
	1001	검은영혼의_꼭두각시_쉬바르츠	40749	0	0	0	3	12	9442	21	40748	1	40749	0	0	6092	0	1	6087	0	5	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	3464	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1002	붉은영혼의_꼭두각시_쉬바르츠	40750	0	0	0	3	12	9442	21	40748	2	40750	0	0	6092	0	1	6088	0	5	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	3465	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1003	노란영혼의_꼭두각시_쉬바르츠	40751	0	0	0	3	12	9442	21	40748	3	40751	0	0	6092	0	1	6089	0	5	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	3466	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1004	파란영혼의_꼭두각시_쉬바르츠	40752	0	0	0	3	12	9442	21	40748	4	40752	0	0	6092	0	1	6090	0	5	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	3467	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1005	초록영혼의_꼭두각시_쉬바르츠	40753	0	0	0	3	12	9442	21	40748	5	40753	0	0	6092	0	1	6091	0	5	0	0	0	0	0	0	0	0	0	0	0	0	100000000	100	1	3468	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//13-1 날개아이템 (1101~1110)																																																		
	1101	이카루스의날개(B)	40561	0	0	0	4	13	11414	1	9743	1	10074	1	40561	7252	0	5	7248	0	5	6056	0	25	0	0	0	0	0	0	0	0	0	300000 	100	1	3133	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1102	페르세우스의날개(D)	40562	0	0	0	4	13	11414	1	9743	2	10075	1	40562	7252	0	5	7248	0	5	6056	0	25	0	0	0	0	0	0	0	0	0	300000 	100	1	3134	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1103	큐피트의날개(V)	40564	0	0	0	4	13	11414	1	9743	4	10076	1	40564	7252	0	5	7248	0	5	6056	0	25	0	0	0	0	0	0	0	0	0	300000 	100	1	3136	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1104	프쉬케의날개(E)	40563	0	0	0	4	13	11414	1	9743	3	10077	1	40563	7252	0	5	7248	0	5	6056	0	25	0	0	0	0	0	0	0	0	0	300000 	100	1	3135	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1105	다이달루스의날개(S)	40565	0	0	0	4	13	11414	1	9743	5	10078	1	40565	7252	0	5	7248	0	5	6056	0	25	0	0	0	0	0	0	0	0	0	300000 	100	1	3137	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1106	벨레로폰의날개(M)	40630	0	0	0	4	13	11414	1	9743	6	10002	1	40630	7252	0	5	7248	0	5	6056	0	25	0	0	0	0	0	0	0	0	0	300000 	100	1	3232	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1107	아가멤논의날개(H)	41574	0	0	0	4	13	11414	1	9743	7	10006	1	41574	7252	0	5	7248	0	5	6056	0	25	0	0	0	0	0	0	0	0	0	300000 	100	1	3471	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1108	메데이아의날개(W)	41589	0	0	0	4	13	11414	1	9743	8	10008	1	41589	7252	0	5	7248	0	5	6056	0	25	0	0	0	0	0	0	0	0	0	300000 	100	1	3803	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//12-2 몽마의 날개아이템_확률 (1111~1120)																																																		
	1111	이카루스와몽마의날개(B)	40611	0	0	0	4	13	11414	2	9566	1	10074	1	40611	6108	0	50	6057	0	10	6066	0	25	0	0	0	0	0	0	0	0	0	3000000 	36	1	3239	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1112	페르세우스와몽마의날개(D)	40612	0	0	0	4	13	11414	2	9566	2	10075	1	40612	6108	0	50	6057	0	10	6066	0	25	0	0	0	0	0	0	0	0	0	3000000 	36	1	3240	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1113	큐피트와몽마의날개(V)	40614	0	0	0	4	13	11414	2	9566	4	10076	1	40614	6108	0	50	6057	0	10	6066	0	25	0	0	0	0	0	0	0	0	0	3000000 	36	1	3242	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1114	프쉬케와몽마의날개(E)	40613	0	0	0	4	13	11414	2	9566	3	10077	1	40613	6108	0	50	6057	0	10	6066	0	25	0	0	0	0	0	0	0	0	0	3000000 	36	1	3241	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1115	다이달루스와몽마의날개(S)	40615	0	0	0	4	13	11414	2	9566	5	10078	1	40615	6108	0	50	6057	0	10	6066	0	25	0	0	0	0	0	0	0	0	0	3000000 	36	1	3243	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1116	벨레로폰과몽마의날개(M)	40616	0	0	0	4	13	11414	2	9566	6	10002	1	40616	6108	0	50	6057	0	10	6066	0	25	0	0	0	0	0	0	0	0	0	3000000 	36	1	3244	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1117	아가멤논과몽마의날개(H)	41581	0	0	0	4	13	11414	2	9566	7	10006	1	41581	6108	0	50	6057	0	10	6066	0	25	0	0	0	0	0	0	0	0	0	3000000 	36	1	3478	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1118	메데이아와몽마의날개(W)	40629	0	0	0	4	13	11414	2	9566	8	10008	1	40629	6108	0	50	6057	0	10	6066	0	25	0	0	0	0	0	0	0	0	0	3000000 	36	1	3806	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//12-3 몽마의 날개아이템_100% (1121~1130)																																																		
	1121	이카루스와몽마의날개(B)	40611	0	0	0	4	13	11414	3	9567	1	10074	1	40611	6108	0	100	6057	0	20	6066	0	50	0	0	0	0	0	0	0	0	0	5000000 	100	1	3239	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1122	페르세우스와몽마의날개(D)	40612	0	0	0	4	13	11414	3	9567	2	10075	1	40612	6108	0	100	6057	0	20	6066	0	50	0	0	0	0	0	0	0	0	0	5000000 	100	1	3240	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1123	큐피트와몽마의날개(V)	40614	0	0	0	4	13	11414	3	9567	4	10076	1	40614	6108	0	100	6057	0	20	6066	0	50	0	0	0	0	0	0	0	0	0	5000000 	100	1	3242	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1124	프쉬케와몽마의날개(E)	40613	0	0	0	4	13	11414	3	9567	3	10077	1	40613	6108	0	100	6057	0	20	6066	0	50	0	0	0	0	0	0	0	0	0	5000000 	100	1	3241	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1125	다이달루스와몽마의날개(S)	40615	0	0	0	4	13	11414	3	9567	5	10078	1	40615	6108	0	100	6057	0	20	6066	0	50	0	0	0	0	0	0	0	0	0	5000000 	100	1	3243	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1126	벨레로폰과몽마의날개(M)	40616	0	0	0	4	13	11414	3	9567	6	10002	1	40616	6108	0	100	6057	0	20	6066	0	50	0	0	0	0	0	0	0	0	0	5000000 	100	1	3244	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1127	아가멤논과몽마의날개(H)	41581	0	0	0	4	13	11414	3	9567	7	10006	1	41581	6108	0	100	6057	0	20	6066	0	50	0	0	0	0	0	0	0	0	0	5000000 	100	1	3478	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1128	메데이아와몽마의날개(W)	40629	0	0	0	4	13	11414	3	9567	8	10008	1	40629	6108	0	100	6057	0	20	6066	0	50	0	0	0	0	0	0	0	0	0	5000000 	100	1	3806	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//12-4 불가의 날개아이템_확률 (1131~1140)																																																		
	1131	불사의날개(B)	41954	0	0	0	4	13	11414	4	9996	1	10074	1	41954	6109	0	50	6057	0	20	6105	0	25	0	0	0	0	0	0	0	0	0	20000000 	16	1	2028	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1132	불사의날개(D)	41955	0	0	0	4	13	11414	4	9996	2	10075	1	41955	6109	0	50	6057	0	20	6105	0	25	0	0	0	0	0	0	0	0	0	20000000 	16	1	2029	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1133	불사의날개(V)	41956	0	0	0	4	13	11414	4	9996	4	10076	1	41956	6109	0	50	6057	0	20	6105	0	25	0	0	0	0	0	0	0	0	0	20000000 	16	1	2030	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1134	불사의날개(E)	41957	0	0	0	4	13	11414	4	9996	3	10077	1	41957	6109	0	50	6057	0	20	6105	0	25	0	0	0	0	0	0	0	0	0	20000000 	16	1	2031	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1135	불사의날개(S)	41958	0	0	0	4	13	11414	4	9996	5	10078	1	41958	6109	0	50	6057	0	20	6105	0	25	0	0	0	0	0	0	0	0	0	20000000 	16	1	2032	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1136	불사의날개(M)	41959	0	0	0	4	13	11414	4	9996	6	10002	1	41959	6109	0	50	6057	0	20	6105	0	25	0	0	0	0	0	0	0	0	0	20000000 	16	1	2033	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1137	불사의날개(H)	41960	0	0	0	4	13	11414	4	9996	7	10006	1	41960	6109	0	50	6057	0	20	6105	0	25	0	0	0	0	0	0	0	0	0	20000000 	16	1	2034	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1138	불사의날개(W)	41961	0	0	0	4	13	11414	4	9996	8	10008	1	41961	6109	0	50	6057	0	20	6105	0	25	0	0	0	0	0	0	0	0	0	20000000 	16	1	2035	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//12-5 불가의 날개아이템_100% (1141~1150)																																																		
	1141	불사의날개(B)	41954	0	0	0	4	13	11414	5	9997	1	10074	1	41954	6109	0	250	6057	0	100	6105	0	125	0	0	0	0	0	0	0	0	0	100000000 	100	1	2028	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1142	불사의날개(D)	41955	0	0	0	4	13	11414	5	9997	2	10075	1	41955	6109	0	250	6057	0	100	6105	0	125	0	0	0	0	0	0	0	0	0	100000000 	100	1	2029	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1143	불사의날개(V)	41956	0	0	0	4	13	11414	5	9997	4	10076	1	41956	6109	0	250	6057	0	100	6105	0	125	0	0	0	0	0	0	0	0	0	100000000 	100	1	2030	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1144	불사의날개(E)	41957	0	0	0	4	13	11414	5	9997	3	10077	1	41957	6109	0	250	6057	0	100	6105	0	125	0	0	0	0	0	0	0	0	0	100000000 	100	1	2031	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1145	불사의날개(S)	41958	0	0	0	4	13	11414	5	9997	5	10078	1	41958	6109	0	250	6057	0	100	6105	0	125	0	0	0	0	0	0	0	0	0	100000000 	100	1	2032	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1146	불사의날개(M)	41959	0	0	0	4	13	11414	5	9997	6	10002	1	41959	6109	0	250	6057	0	100	6105	0	125	0	0	0	0	0	0	0	0	0	100000000 	100	1	2033	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1147	불사의날개(H)	41960	0	0	0	4	13	11414	5	9997	7	10006	1	41960	6109	0	250	6057	0	100	6105	0	125	0	0	0	0	0	0	0	0	0	100000000 	100	1	2034	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	1148	불사의날개(W)	41961	0	0	0	4	13	11414	5	9997	8	10008	1	41961	6109	0	250	6057	0	100	6105	0	125	0	0	0	0	0	0	0	0	0	100000000 	100	1	2035	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
//21. 엘리트 아이템(2001 ~ 20000)																																																		
//21-1 엘리트 1차 아이템 (2001~2100)																																																		
	2001	니벨룽의양손검	9121	0	0	0	4	21	9467	1	9447	1	10074	1	9121	7251	0	25	7247	0	20	6019	0	18	0	0	0	0	0	0	0	0	0	0 	86	1	50001	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2002	니벨룽의도끼	9409	0	0	0	4	21	9467	1	9447	1	10074	2	9409	7251	0	25	7247	0	20	6019	0	18	0	0	0	0	0	0	0	0	0	0 	86	1	50000	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2003	아폴로갑옷	9410	0	0	0	4	21	9467	1	9447	1	10074	3	9410	7251	0	14	7247	0	10	6019	0	15	0	0	0	0	0	0	0	0	0	0 	86	1	51000	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2004	아폴로바지	9411	0	0	0	4	21	9467	1	9447	1	10074	4	9411	7251	0	12	7247	0	10	6019	0	13	0	0	0	0	0	0	0	0	0	0 	86	1	51002	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2005	아폴로헬멧	9412	0	0	0	4	21	9467	1	9447	1	10074	5	9412	7251	0	12	7247	0	8	6019	0	11	0	0	0	0	0	0	0	0	0	0 	86	1	51001	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2006	아폴로장갑	36321	0	0	0	4	21	9467	1	9447	1	10074	6	36321	7251	0	10	7247	0	8	6019	0	9	0	0	0	0	0	0	0	0	0	0 	86	1	51004	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2007	아폴로부츠	36322	0	0	0	4	21	9467	1	9447	1	10074	7	36322	7251	0	10	7247	0	8	6019	0	9	0	0	0	0	0	0	0	0	0	0 	86	1	51003	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2008	아폴로프로텍터	36323	0	0	0	4	21	9467	1	9447	1	10074	8	36323	7251	0	10	7247	0	6	6019	0	7	0	0	0	0	0	0	0	0	0	0 	86	1	51028	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2009	아폴로벨트	36324	0	0	0	4	21	9467	1	9447	1	10074	9	36324	7251	0	8	7247	0	6	6019	0	6	0	0	0	0	0	0	0	0	0	0 	86	1	51005	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2010	아폴로셔츠	36325	0	0	0	4	21	9467	1	9447	1	10074	10	36325	7251	0	6	7247	0	4	6019	0	5	0	0	0	0	0	0	0	0	0	0 	86	1	51006	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2011	이그드라실의양손검	9417	0	0	0	4	21	9467	1	9447	2	10075	1	9417	7251	0	25	7247	0	20	6021	0	18	0	0	0	0	0	0	0	0	0	0 	86	1	50002	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2012	이그드라실의창	9123	0	0	0	4	21	9467	1	9447	2	10075	2	9123	7251	0	25	7247	0	20	6021	0	18	0	0	0	0	0	0	0	0	0	0 	86	1	50003	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2013	아레스갑옷	9418	0	0	0	4	21	9467	1	9447	2	10075	3	9418	7251	0	14	7247	0	10	6021	0	15	0	0	0	0	0	0	0	0	0	0 	86	1	51007	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2014	아레스바지	9419	0	0	0	4	21	9467	1	9447	2	10075	4	9419	7251	0	12	7247	0	10	6021	0	13	0	0	0	0	0	0	0	0	0	0 	86	1	51009	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2015	아레스헬멧	9420	0	0	0	4	21	9467	1	9447	2	10075	5	9420	7251	0	12	7247	0	8	6021	0	11	0	0	0	0	0	0	0	0	0	0 	86	1	51008	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2016	아레스장갑	36361	0	0	0	4	21	9467	1	9447	2	10075	6	36361	7251	0	10	7247	0	8	6021	0	9	0	0	0	0	0	0	0	0	0	0 	86	1	51011	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2017	아레스부츠	36362	0	0	0	4	21	9467	1	9447	2	10075	7	36362	7251	0	10	7247	0	8	6021	0	9	0	0	0	0	0	0	0	0	0	0 	86	1	51010	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2018	아레스프로텍터	36363	0	0	0	4	21	9467	1	9447	2	10075	8	36363	7251	0	10	7247	0	6	6021	0	7	0	0	0	0	0	0	0	0	0	0 	86	1	51029	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2019	아레스벨트	36364	0	0	0	4	21	9467	1	9447	2	10075	9	36364	7251	0	8	7247	0	6	6021	0	6	0	0	0	0	0	0	0	0	0	0 	86	1	51012	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2020	아레스셔츠	36365	0	0	0	4	21	9467	1	9447	2	10075	10	36365	7251	0	6	7247	0	4	6021	0	5	0	0	0	0	0	0	0	0	0	0 	86	1	51013	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2021	네프티스의한손석궁	9413	0	0	0	4	21	9467	1	9447	3	10076	1	9413	7251	0	25	7247	0	20	6020	0	18	0	0	0	0	0	0	0	0	0	0 	86	1	50004	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2022	네프티스의에테르웨폰	9122	0	0	0	4	21	9467	1	9447	3	10076	2	9122	7251	0	25	7247	0	20	6020	0	18	0	0	0	0	0	0	0	0	0	0 	86	1	50005	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2023	니케갑옷	9414	0	0	0	4	21	9467	1	9447	3	10076	3	9414	7251	0	14	7247	0	10	6020	0	15	0	0	0	0	0	0	0	0	0	0 	86	1	51021	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2024	니케바지	9415	0	0	0	4	21	9467	1	9447	3	10076	4	9415	7251	0	12	7247	0	10	6020	0	13	0	0	0	0	0	0	0	0	0	0 	86	1	51023	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2025	니케헬멧	9416	0	0	0	4	21	9467	1	9447	3	10076	5	9416	7251	0	12	7247	0	8	6020	0	11	0	0	0	0	0	0	0	0	0	0 	86	1	51022	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
	2026	니케장갑	36341	0	0	0	4	21	9467	1	9447	3	10076	6	36341	7251	0	10	7247	0	8	6020	0	9	0	0	0	0	0	0	0	0	0	0 	86	1	51025	0	1	10001	10002	10003	10004	10006	20206	10007	0	0	0	
